Modelo,C,alpha,Parámetro,Coeficiente
Ridge,0.0001,5000.0,X1,-0.0009930646433385444
Ridge,0.0001,5000.0,X2,0.01940482536781064
Ridge,0.0001,5000.0,X1^2,-0.01011416417239733
Ridge,0.0001,5000.0,X1 X2,0.0004488118971150704
Ridge,0.0001,5000.0,X2^2,0.0030469748144040963
Ridge,0.0001,5000.0,X1^3,-0.0011751657034084532
Ridge,0.0001,5000.0,X1^2 X2,0.011455966202441114
Ridge,0.0001,5000.0,X1 X2^2,-0.0001902082839744733
Ridge,0.0001,5000.0,X2^3,0.018488615574609766
Ridge,0.0001,5000.0,X1^4,-0.009698771044592979
Ridge,0.0001,5000.0,X1^3 X2,0.0009244910643246078
Ridge,0.0001,5000.0,X1^2 X2^2,-0.004303590841538099
Ridge,0.0001,5000.0,X1 X2^3,2.579934209423336e-05
Ridge,0.0001,5000.0,X2^4,0.0032487980775062083
Ridge,0.0001,5000.0,X1^5,-0.001040380124633111
Ridge,0.0001,5000.0,X1^4 X2,0.007702066947236365
Ridge,0.0001,5000.0,X1^3 X2^2,2.654478460258566e-05
Ridge,0.0001,5000.0,X1^2 X2^3,0.011989791166398327
Ridge,0.0001,5000.0,X1 X2^4,-0.00019872317710649816
Ridge,0.0001,5000.0,X2^5,0.01706251620212234
Ridge,0.0001,5000.0,intercepto,-0.24228776288377363
Ridge,0.0003,1666.6666666666667,X1,-0.001978272633247801
Ridge,0.0003,1666.6666666666667,X2,0.04717620366244977
Ridge,0.0003,1666.6666666666667,X1^2,-0.02666298295632858
Ridge,0.0003,1666.6666666666667,X1 X2,0.0015013963167443255
Ridge,0.0003,1666.6666666666667,X2^2,0.006785250006358498
Ridge,0.0003,1666.6666666666667,X1^3,-0.002343029573593881
Ridge,0.0003,1666.6666666666667,X1^2 X2,0.025308679998580684
Ridge,0.0003,1666.6666666666667,X1 X2^2,0.0004464815081172283
Ridge,0.0003,1666.6666666666667,X2^3,0.043928321551800105
Ridge,0.0003,1666.6666666666667,X1^4,-0.02532065353820744
Ridge,0.0003,1666.6666666666667,X1^3 X2,0.002799632749068833
Ridge,0.0003,1666.6666666666667,X1^2 X2^2,-0.011487394943324462
Ridge,0.0003,1666.6666666666667,X1 X2^3,0.00021281213532622516
Ridge,0.0003,1666.6666666666667,X2^4,0.0072335348909751225
Ridge,0.0003,1666.6666666666667,X1^5,-0.0019368345524735397
Ridge,0.0003,1666.6666666666667,X1^4 X2,0.015781485717724808
Ridge,0.0003,1666.6666666666667,X1^3 X2^2,0.001207016532361134
Ridge,0.0003,1666.6666666666667,X1^2 X2^3,0.025975183899927094
Ridge,0.0003,1666.6666666666667,X1 X2^4,0.00026621649493622075
Ridge,0.0003,1666.6666666666667,X2^5,0.04009625146689894
Ridge,0.0003,1666.6666666666667,intercepto,-0.2422877628837736
Ridge,0.001,500.0,X1,-0.003996574717520513
Ridge,0.001,500.0,X2,0.10062431534301348
Ridge,0.001,500.0,X1^2,-0.06176923179398588
Ridge,0.001,500.0,X1 X2,0.0034124192579794367
Ridge,0.001,500.0,X2^2,0.011299663362060704
Ridge,0.001,500.0,X1^3,-0.0046791375040905825
Ridge,0.001,500.0,X1^2 X2,0.04281288808855027
Ridge,0.001,500.0,X1 X2^2,0.0032272023668476705
Ridge,0.001,500.0,X2^3,0.08674610979507047
Ridge,0.001,500.0,X1^4,-0.056913771340509234
Ridge,0.001,500.0,X1^3 X2,0.006441358679930993
Ridge,0.001,500.0,X1^2 X2^2,-0.024982052530915733
Ridge,0.001,500.0,X1 X2^3,-0.00029997286767017873
Ridge,0.001,500.0,X2^4,0.011557255095195952
Ridge,0.001,500.0,X1^5,-0.00355329843369969
Ridge,0.001,500.0,X1^4 X2,0.02093233430012593
Ridge,0.001,500.0,X1^3 X2^2,0.005673784810581658
Ridge,0.001,500.0,X1^2 X2^3,0.03932724033103658
Ridge,0.001,500.0,X1 X2^4,0.0025042446938657093
Ridge,0.001,500.0,X2^5,0.07595437196424724
Ridge,0.001,500.0,intercepto,-0.2422877628837736
Ridge,0.003,166.66666666666666,X1,-0.007410723893037466
Ridge,0.003,166.66666666666666,X2,0.16963384603174728
Ridge,0.003,166.66666666666666,X1^2,-0.10181289060670781
Ridge,0.003,166.66666666666666,X1 X2,0.004840456992307852
Ridge,0.003,166.66666666666666,X2^2,0.011870467185750697
Ridge,0.003,166.66666666666666,X1^3,-0.009122727863578494
Ridge,0.003,166.66666666666666,X1^2 X2,0.052283325983521395
Ridge,0.003,166.66666666666666,X1 X2^2,0.0070539204321411406
Ridge,0.003,166.66666666666666,X2^3,0.1233974834826404
Ridge,0.003,166.66666666666666,X1^4,-0.08713372649518306
Ridge,0.003,166.66666666666666,X1^3 X2,0.008910093061775015
Ridge,0.003,166.66666666666666,X1^2 X2^2,-0.030754510436664943
Ridge,0.003,166.66666666666666,X1 X2^3,-0.0037854652446453873
Ridge,0.003,166.66666666666666,X2^4,0.009191039777567814
Ridge,0.003,166.66666666666666,X1^5,-0.007515256075061844
Ridge,0.003,166.66666666666666,X1^4 X2,0.013548374647300153
Ridge,0.003,166.66666666666666,X1^3 X2^2,0.012319074319803511
Ridge,0.003,166.66666666666666,X1^2 X2^3,0.029615344275292894
Ridge,0.003,166.66666666666666,X1 X2^4,0.005703931297188866
Ridge,0.003,166.66666666666666,X2^5,0.0964120140545738
Ridge,0.003,166.66666666666666,intercepto,-0.24228776288377357
Ridge,0.01,50.0,X1,-0.00949687503220814
Ridge,0.01,50.0,X2,0.2686817360422184
Ridge,0.01,50.0,X1^2,-0.1465657663189682
Ridge,0.01,50.0,X1 X2,0.010200030977549908
Ridge,0.01,50.0,X2^2,0.008400095577600662
Ridge,0.01,50.0,X1^3,-0.013531987151808153
Ridge,0.01,50.0,X1^2 X2,0.060372504312234884
Ridge,0.01,50.0,X1 X2^2,0.009743994918015194
Ridge,0.01,50.0,X2^3,0.14384449010196962
Ridge,0.01,50.0,X1^4,-0.10253606427045284
Ridge,0.01,50.0,X1^3 X2,0.010738823393057664
Ridge,0.01,50.0,X1^2 X2^2,-0.0161196648250345
Ridge,0.01,50.0,X1 X2^3,-0.012593709497812453
Ridge,0.01,50.0,X2^4,-0.002733970676475517
Ridge,0.01,50.0,X1^5,-0.014679372338819626
Ridge,0.01,50.0,X1^4 X2,0.0009473024543305263
Ridge,0.01,50.0,X1^3 X2^2,0.021684502382193088
Ridge,0.01,50.0,X1^2 X2^3,-0.00901747558694624
Ridge,0.01,50.0,X1 X2^4,0.006594798553822742
Ridge,0.01,50.0,X2^5,0.08229658544793934
Ridge,0.01,50.0,intercepto,-0.24228776288377357
Ridge,0.03,16.666666666666668,X1,-0.008727603486065705
Ridge,0.03,16.666666666666668,X2,0.36255663598576227
Ridge,0.03,16.666666666666668,X1^2,-0.19310057224258126
Ridge,0.03,16.666666666666668,X1 X2,0.023195786730016446
Ridge,0.03,16.666666666666668,X2^2,0.004417230180214053
Ridge,0.03,16.666666666666668,X1^3,-0.012525520993989087
Ridge,0.03,16.666666666666668,X1^2 X2,0.06369644104647901
Ridge,0.03,16.666666666666668,X1 X2^2,0.008725218643780716
Ridge,0.03,16.666666666666668,X2^3,0.14277161537608185
Ridge,0.03,16.666666666666668,X1^4,-0.09127503157833758
Ridge,0.03,16.666666666666668,X1^3 X2,0.011522642735161246
Ridge,0.03,16.666666666666668,X1^2 X2^2,0.005374688093728726
Ridge,0.03,16.666666666666668,X1 X2^3,-0.025812748558764764
Ridge,0.03,16.666666666666668,X2^4,-0.013914721392282349
Ridge,0.03,16.666666666666668,X1^5,-0.02438437547536095
Ridge,0.03,16.666666666666668,X1^4 X2,-0.005187295805092472
Ridge,0.03,16.666666666666668,X1^3 X2^2,0.03494728319090058
Ridge,0.03,16.666666666666668,X1^2 X2^3,-0.04289062120213001
Ridge,0.03,16.666666666666668,X1 X2^4,0.001451132340079693
Ridge,0.03,16.666666666666668,X2^5,0.04731235150612698
Ridge,0.03,16.666666666666668,intercepto,-0.24228776288377357
Ridge,0.1,5.0,X1,-0.011797693590686092
Ridge,0.1,5.0,X2,0.4412127310764525
Ridge,0.1,5.0,X1^2,-0.2474619604896356
Ridge,0.1,5.0,X1 X2,0.039485279065812846
Ridge,0.1,5.0,X2^2,-9.517295661364401e-05
Ridge,0.1,5.0,X1^3,-0.0008872960590355855
Ridge,0.1,5.0,X1^2 X2,0.04678201895993827
Ridge,0.1,5.0,X1 X2^2,0.005577506888359498
Ridge,0.1,5.0,X2^3,0.12266935522651855
Ridge,0.1,5.0,X1^4,-0.05555572753886975
Ridge,0.1,5.0,X1^3 X2,0.010521982936866172
Ridge,0.1,5.0,X1^2 X2^2,0.021295865301052975
Ridge,0.1,5.0,X1 X2^3,-0.039680419037050184
Ridge,0.1,5.0,X2^4,-0.018335702901145848
Ridge,0.1,5.0,X1^5,-0.03968880123030154
Ridge,0.1,5.0,X1^4 X2,-0.004145352497440927
Ridge,0.1,5.0,X1^3 X2^2,0.051077656819588986
Ridge,0.1,5.0,X1^2 X2^3,-0.048832207966640985
Ridge,0.1,5.0,X1 X2^4,-0.006468002725287661
Ridge,0.1,5.0,X2^5,0.018860650279563487
Ridge,0.1,5.0,intercepto,-0.2422877628837736
Ridge,0.3,1.6666666666666667,X1,-0.023590865021646635
Ridge,0.3,1.6666666666666667,X2,0.49369226793881044
Ridge,0.3,1.6666666666666667,X1^2,-0.28431029512052847
Ridge,0.3,1.6666666666666667,X1 X2,0.04707932286252087
Ridge,0.3,1.6666666666666667,X2^2,-0.003157790138050454
Ridge,0.3,1.6666666666666667,X1^3,0.025145947004659264
Ridge,0.3,1.6666666666666667,X1^2 X2,0.01525608578412014
Ridge,0.3,1.6666666666666667,X1 X2^2,0.0060832440539339986
Ridge,0.3,1.6666666666666667,X2^3,0.08203092233979588
Ridge,0.3,1.6666666666666667,X1^4,-0.024991704282170995
Ridge,0.3,1.6666666666666667,X1^3 X2,0.010307637047421835
Ridge,0.3,1.6666666666666667,X1^2 X2^2,0.02848515159535384
Ridge,0.3,1.6666666666666667,X1 X2^3,-0.04633394690284998
Ridge,0.3,1.6666666666666667,X2^4,-0.01841329973614978
Ridge,0.3,1.6666666666666667,X1^5,-0.058789784369288355
Ridge,0.3,1.6666666666666667,X1^4 X2,0.004403472097826478
Ridge,0.3,1.6666666666666667,X1^3 X2^2,0.05835284465289215
Ridge,0.3,1.6666666666666667,X1^2 X2^3,-0.03482701326148482
Ridge,0.3,1.6666666666666667,X1 X2^4,-0.011181892666466794
Ridge,0.3,1.6666666666666667,X2^5,0.019965510142138786
Ridge,0.3,1.6666666666666667,intercepto,-0.2422877628837736
Ridge,1.0,0.5,X1,-0.04286453662188669
Ridge,1.0,0.5,X2,0.5381336586862255
Ridge,1.0,0.5,X1^2,-0.30311866319442304
Ridge,1.0,0.5,X1 X2,0.05021845612550692
Ridge,1.0,0.5,X2^2,-0.004136668573975071
Ridge,1.0,0.5,X1^3,0.06785434331920673
Ridge,1.0,0.5,X1^2 X2,-0.015398359297207296
Ridge,1.0,0.5,X1 X2^2,0.011233482797140603
Ridge,1.0,0.5,X2^3,0.019066293449195842
Ridge,1.0,0.5,X1^4,-0.008630782060941427
Ridge,1.0,0.5,X1^3 X2,0.010048226390898668
Ridge,1.0,0.5,X1^2 X2^2,0.03192870240836211
Ridge,1.0,0.5,X1 X2^3,-0.04939818055483043
Ridge,1.0,0.5,X2^4,-0.01884699973241653
Ridge,1.0,0.5,X1^5,-0.08590246128089052
Ridge,1.0,0.5,X1^4 X2,0.013898982796706478
Ridge,1.0,0.5,X1^3 X2^2,0.05728496851480833
Ridge,1.0,0.5,X1^2 X2^3,-0.018463065188011208
Ridge,1.0,0.5,X1 X2^4,-0.013601262859867898
Ridge,1.0,0.5,X2^5,0.04675577676996071
Ridge,1.0,0.5,intercepto,-0.24228776288377363
Ridge,3.0,0.16666666666666666,X1,-0.057215894275275084
Ridge,3.0,0.16666666666666666,X2,0.5635668653018531
Ridge,3.0,0.16666666666666666,X1^2,-0.3085816990224542
Ridge,3.0,0.16666666666666666,X1 X2,0.05171354033032711
Ridge,3.0,0.16666666666666666,X2^2,-0.004093763549317957
Ridge,3.0,0.16666666666666666,X1^3,0.10114262803148422
Ridge,3.0,0.16666666666666666,X1^2 X2,-0.030840117722682348
Ridge,3.0,0.16666666666666666,X1 X2^2,0.01563828265558839
Ridge,3.0,0.16666666666666666,X2^3,-0.02659820928517362
Ridge,3.0,0.16666666666666666,X1^4,-0.003992085137191801
Ridge,3.0,0.16666666666666666,X1^3 X2,0.009404555195213726
Ridge,3.0,0.16666666666666666,X1^2 X2^2,0.03307885983354478
Ridge,3.0,0.16666666666666666,X1 X2^3,-0.05071651426245519
Ridge,3.0,0.16666666666666666,X2^4,-0.019448824183332523
Ridge,3.0,0.16666666666666666,X1^5,-0.10674036700117098
Ridge,3.0,0.16666666666666666,X1^4 X2,0.018246406619485945
Ridge,3.0,0.16666666666666666,X1^3 X2^2,0.05401293939749718
Ridge,3.0,0.16666666666666666,X1^2 X2^3,-0.009400288812065788
Ridge,3.0,0.16666666666666666,X1 X2^4,-0.014249495143467596
Ridge,3.0,0.16666666666666666,X2^5,0.07099659263143873
Ridge,3.0,0.16666666666666666,intercepto,-0.24228776288377363
Ridge,10.0,0.05,X1,-0.06509229788930732
Ridge,10.0,0.05,X2,0.5761554168372727
Ridge,10.0,0.05,X1^2,-0.3102527489255022
Ridge,10.0,0.05,X1 X2,0.05249577945260598
Ridge,10.0,0.05,X2^2,-0.003983853140673914
Ridge,10.0,0.05,X1^3,0.11980707718362668
Ridge,10.0,0.05,X1^2 X2,-0.037789518084772294
Ridge,10.0,0.05,X1 X2^2,0.0180666722613201
Ridge,10.0,0.05,X2^3,-0.05095320774900962
Ridge,10.0,0.05,X1^4,-0.0026506747773967056
Ridge,10.0,0.05,X1^3 X2,0.008933919075291235
Ridge,10.0,0.05,X1^2 X2^2,0.03349496547721049
Ridge,10.0,0.05,X1 X2^3,-0.051337888540597336
Ridge,10.0,0.05,X2^4,-0.019797244421356774
Ridge,10.0,0.05,X1^5,-0.11844080033616464
Ridge,10.0,0.05,X1^4 X2,0.019996794727705408
Ridge,10.0,0.05,X1^3 X2^2,0.05186908672233859
Ridge,10.0,0.05,X1^2 X2^3,-0.005090345331958226
Ridge,10.0,0.05,X1 X2^4,-0.0143961322349077
Ridge,10.0,0.05,X2^5,0.08461000986920875
Ridge,10.0,0.05,intercepto,-0.24228776288377363
Ridge,30.0,0.016666666666666666,X1,-0.06779321011492062
Ridge,30.0,0.016666666666666666,X2,0.5803028663147796
Ridge,30.0,0.016666666666666666,X1^2,-0.31068158450480243
Ridge,30.0,0.016666666666666666,X1 X2,0.05276338043431358
Ridge,30.0,0.016666666666666666,X2^2,-0.003939503253781048
Ridge,30.0,0.016666666666666666,X1^3,0.12625806763461928
Ridge,30.0,0.016666666666666666,X1^2 X2,-0.039985345650355136
Ridge,30.0,0.016666666666666666,X1 X2^2,0.018895902265634177
Ridge,30.0,0.016666666666666666,X2^3,-0.05917727892107948
Ridge,30.0,0.016666666666666666,X1^4,-0.002322564213223756
Ridge,30.0,0.016666666666666666,X1^3 X2,0.008757836212119702
Ridge,30.0,0.016666666666666666,X1^2 X2^2,0.033613927224503744
Ridge,30.0,0.016666666666666666,X1 X2^3,-0.051541397917718106
Ridge,30.0,0.016666666666666666,X2^4,-0.01991588164368344
Ridge,30.0,0.016666666666666666,X1^5,-0.12248949072035978
Ridge,30.0,0.016666666666666666,X1^4 X2,0.020517173315835618
Ridge,30.0,0.016666666666666666,X1^3 X2^2,0.0510987561530502
Ridge,30.0,0.016666666666666666,X1^2 X2^3,-0.0036952215057650707
Ridge,30.0,0.016666666666666666,X1 X2^4,-0.014422095013762532
Ridge,30.0,0.016666666666666666,X2^5,0.0892787509979841
Ridge,30.0,0.016666666666666666,intercepto,-0.24228776288377363
Ridge,100.0,0.005,X1,-0.06879643982528423
Ridge,100.0,0.005,X2,0.5818236020129501
Ridge,100.0,0.005,X1^2,-0.31082502303959714
Ridge,100.0,0.005,X1 X2,0.05286283965663564
Ridge,100.0,0.005,X2^2,-0.003922441674253756
Ridge,100.0,0.005,X1^3,0.12866013770620452
Ridge,100.0,0.005,X1^2 X2,-0.04077936451410718
Ridge,100.0,0.005,X1 X2^2,0.01920331373317484
Ridge,100.0,0.005,X2^3,-0.0622151325197093
Ridge,100.0,0.005,X1^4,-0.0022152223560549544
Ridge,100.0,0.005,X1^3 X2,0.008690740711906939
Ridge,100.0,0.005,X1^2 X2^2,0.03365548048922486
Ridge,100.0,0.005,X1 X2^3,-0.051615987575833355
Ridge,100.0,0.005,X2^4,-0.019959698527276047
Ridge,100.0,0.005,X1^5,-0.12399768174603815
Ridge,100.0,0.005,X1^4 X2,0.02070120348236313
Ridge,100.0,0.005,X1^3 X2^2,0.050808893281102094
Ridge,100.0,0.005,X1^2 X2^3,-0.00318664853622345
Ridge,100.0,0.005,X1 X2^4,-0.014429001918009303
Ridge,100.0,0.005,X2^5,0.09101111333119015
Ridge,100.0,0.005,intercepto,-0.24228776288377363
Ridge,300.0,0.0016666666666666668,X1,-0.0690889637959069
Ridge,300.0,0.0016666666666666668,X2,0.5822650697997573
Ridge,300.0,0.0016666666666666668,X1^2,-0.3108653172271699
Ridge,300.0,0.0016666666666666668,X1 X2,0.0528918498829777
Ridge,300.0,0.0016666666666666668,X2^2,-0.003917414810775187
Ridge,300.0,0.0016666666666666668,X1^3,0.12936111902754213
Ridge,300.0,0.0016666666666666668,X1^2 X2,-0.04100876810748579
Ridge,300.0,0.0016666666666666668,X1 X2^2,0.01929288495596084
Ridge,300.0,0.0016666666666666668,X2^3,-0.06309918660869532
Ridge,300.0,0.0016666666666666668,X1^4,-0.0021853272481766116
Ridge,300.0,0.0016666666666666668,X1^3 X2,0.00867101138459579
Ridge,300.0,0.0016666666666666668,X1^2 X2^2,0.03366734146999695
Ridge,300.0,0.0016666666666666668,X1 X2^3,-0.05163764116773567
Ridge,300.0,0.0016666666666666668,X2^4,-0.01997244531516072
Ridge,300.0,0.0016666666666666668,X1^5,-0.1244378726878446
Ridge,300.0,0.0016666666666666668,X1^4 X2,0.020753954424407715
Ridge,300.0,0.0016666666666666668,X1^3 X2^2,0.05072401878373785
Ridge,300.0,0.0016666666666666668,X1^2 X2^3,-0.003039305001268088
Ridge,300.0,0.0016666666666666668,X1 X2^4,-0.014430749826246439
Ridge,300.0,0.0016666666666666668,X2^5,0.09151600256863891
Ridge,300.0,0.0016666666666666668,intercepto,-0.24228776288377363
Ridge,500.0,0.001,X1,-0.06914778942296639
Ridge,500.0,0.001,X2,0.5823537423141543
Ridge,500.0,0.001,X1^2,-0.31087333834942693
Ridge,500.0,0.001,X1 X2,0.052897684329569206
Ridge,500.0,0.001,X2^2,-0.003916401226785648
Ridge,500.0,0.001,X1^3,0.12950211535789163
Ridge,500.0,0.001,X1^2 X2,-0.04105478643665709
Ridge,500.0,0.001,X1 X2^2,0.019310893867217894
Ridge,500.0,0.001,X2^3,-0.0632768726159739
Ridge,500.0,0.001,X1^4,-0.0021793906157659224
Ridge,500.0,0.001,X1^3 X2,0.00866703498295786
Ridge,500.0,0.001,X1^2 X2^2,0.03366971299415021
Ridge,500.0,0.001,X1 X2^3,-0.05164199054818235
Ridge,500.0,0.001,X2^4,-0.019975006980221834
Ridge,500.0,0.001,X1^5,-0.12452641682479515
Ridge,500.0,0.001,X1^4 X2,0.020764513535452892
Ridge,500.0,0.001,X1^3 X2^2,0.05070693183778001
Ridge,500.0,0.001,X1^2 X2^3,-0.003009725721556906
Ridge,500.0,0.001,X1 X2^4,-0.014431087051209957
Ridge,500.0,0.001,X2^5,0.09161752033303888
Ridge,500.0,0.001,intercepto,-0.24228776288377363
Ridge,1000.0,0.0005,X1,-0.06919197926652064
Ridge,1000.0,0.0005,X2,0.5824203300535034
Ridge,1000.0,0.0005,X1^2,-0.31087934587608246
Ridge,1000.0,0.0005,X1 X2,0.052902067301038136
Ridge,1000.0,0.0005,X2^2,-0.003915639236382045
Ridge,1000.0,0.0005,X1^3,0.12960803873616994
Ridge,1000.0,0.0005,X1^2 X2,-0.04108933041935795
Ridge,1000.0,0.0005,X1 X2^2,0.019324421380991108
Ridge,1000.0,0.0005,X2^3,-0.06341032964236736
Ridge,1000.0,0.0005,X1^4,-0.002174947485397362
Ridge,1000.0,0.0005,X1^3 X2,0.008664045956114435
Ridge,1000.0,0.0005,X1^2 X2^2,0.033671491486054674
Ridge,1000.0,0.0005,X1 X2^3,-0.05164525669205547
Ridge,1000.0,0.0005,X2^4,-0.019976930931736983
Ridge,1000.0,0.0005,X1^5,-0.12459293631430939
Ridge,1000.0,0.0005,X1^4 X2,0.020772434808029077
Ridge,1000.0,0.0005,X1^3 X2^2,0.050694091966292355
Ridge,1000.0,0.0005,X1^2 X2^3,-0.0029875169500606052
Ridge,1000.0,0.0005,X1 X2^4,-0.01443133724567079
Ridge,1000.0,0.0005,X2^5,0.09169377742945121
Ridge,1000.0,0.0005,intercepto,-0.24228776288377363
